,game_id,rated,turns,victory_status,winner,moves,opening_eco,opening_classification,opening_name,opening_ply,move1,move2,move3,move4,move5,move6,move7,move8,move9,move10,white_wins,black_wins,draw,win_by_mate,win_by_resign,win_by_outoftime
8626,169wu38c,TRUE,10,resign,white,"['d4', 'd5', 'e3', 'c6', 'Be2', 'Qa5+', 'Bd2', 'Qc7', 'Nf3', 'e6']",D00,Queen's pawn game,Queen's Pawn Game #2,3,d4,d5,e3,c6,Be2,Qa5+,Bd2,Qc7,Nf3,e6,1,0,0,0,1,0
8627,PtawbcAG,TRUE,74,resign,black,"['d4', 'd5', 'e3', 'e6', 'c4', 'Bb4+', 'Bd2', 'Bxd2+', 'Qxd2', 'Ne7']",D00,Queen's pawn game,Queen's Pawn Game #2,3,d4,d5,e3,e6,c4,Bb4+,Bd2,Bxd2+,Qxd2,Ne7,0,1,0,0,1,0
8628,fPjHFTNL,TRUE,138,draw,draw,"['d4', 'd5', 'e3', 'Nf6', 'c4', 'Nc6', 'Nc3', 'e6', 'Nf3', 'Bb4']",D00,Queen's pawn game,Queen's Pawn Game #3,4,d4,d5,e3,Nf6,c4,Nc6,Nc3,e6,Nf3,Bb4,0,0,1,0,0,0
8629,FWZXrmbd,TRUE,34,mate,black,"['d4', 'd5', 'c3', 'e6', 'Nf3', 'c5', 'Ne5', 'Nc6', 'Nxc6', 'bxc6']",D00,Queen's pawn game,Queen's Pawn Game,2,d4,d5,c3,e6,Nf3,c5,Ne5,Nc6,Nxc6,bxc6,0,1,0,1,0,0
8630,jmgEVnjI,TRUE,46,resign,black,"['d4', 'd5', 'a3', 'c6', 'Nf3', 'Bg4', 'e3', 'e6', 'Be2', 'Nf6']",D00,Queen's pawn game,Queen's Pawn Game,2,d4,d5,a3,c6,Nf3,Bg4,e3,e6,Be2,Nf6,0,1,0,0,1,0
8631,TUD9thFU,TRUE,74,resign,black,"['d4', 'd5', 'Nc3', 'c6', 'a3', 'Nf6', 'f3', 'e6', 'Bg5', 'Be7']",D00,Queen's pawn game,Queen's Pawn Game: Chigorin Variation,3,d4,d5,Nc3,c6,a3,Nf6,f3,e6,Bg5,Be7,0,1,0,0,1,0
8632,w3ej43dD,TRUE,39,resign,white,"['d4', 'd5', 'h3', 'e6', 'a3', 'Be7', 'Bf4', 'Nf6', 'Nc3', 'c5']",D00,Queen's pawn game,Queen's Pawn Game,2,d4,d5,h3,e6,a3,Be7,Bf4,Nf6,Nc3,c5,1,0,0,0,1,0
8633,2B0zqXoo,TRUE,113,resign,white,"['d4', 'd5', 'Bg5', 'Nc6', 'h3', 'f6', 'Bh4', 'e5', 'c3', 'Nge7']",D00,Queen's pawn game,Queen's Pawn Game: Levitsky Attack,3,d4,d5,Bg5,Nc6,h3,f6,Bh4,e5,c3,Nge7,1,0,0,0,1,0
8634,cHhT3SPI,TRUE,58,mate,black,"['d4', 'd5', 'g3', 'Nf6', 'Bg2', 'Nc6', 'c4', 'dxc4', 'Bg5', 'h6']",D00,Queen's pawn game,Queen's Pawn Game,2,d4,d5,g3,Nf6,Bg2,Nc6,c4,dxc4,Bg5,h6,0,1,0,1,0,0
8635,duhtxKw6,TRUE,80,resign,black,"['d4', 'd5', 'f3', 'Nc6', 'e4', 'Nf6', 'e5', 'Nd7', 'Nc3', 'Nb6']",D00,Queen's pawn game,Queen's Pawn Game,2,d4,d5,f3,Nc6,e4,Nf6,e5,Nd7,Nc3,Nb6,0,1,0,0,1,0
8636,5ORW5WNC,FALSE,63,resign,black,"['d4', 'd5', 'e3', 'e6', 'Bb5+', 'c6', 'Ba4', 'b5', 'Bb3', 'Bd6']",D00,Queen's pawn game,Queen's Pawn Game #2,3,d4,d5,e3,e6,Bb5+,c6,Ba4,b5,Bb3,Bd6,0,1,0,0,1,0
8637,Bys3Uii4,TRUE,82,resign,white,"['d4', 'd5', 'e3', 'e6', 'Bd2', 'Nf6', 'Be2', 'Bd6', 'Nf3', 'O-O']",D00,Queen's pawn game,Queen's Pawn Game #2,3,d4,d5,e3,e6,Bd2,Nf6,Be2,Bd6,Nf3,O-O,1,0,0,0,1,0
8638,igSDFKv0,TRUE,53,outoftime,white,"['d4', 'd5', 'e3', 'Nf6', 'h3', 'e6', 'a3', 'Bd6', 'c4', 'c6']",D00,Queen's pawn game,Queen's Pawn Game #3,4,d4,d5,e3,Nf6,h3,e6,a3,Bd6,c4,c6,1,0,0,0,0,1
8639,Iu8FaCbC,TRUE,65,outoftime,white,"['d4', 'd5', 'Bf4', 'Nc6', 'Nf3', 'h6', 'e3', 'b6', 'Bb5', 'Bb7']",D00,Queen's pawn game,Queen's Pawn Game: Mason Attack,3,d4,d5,Bf4,Nc6,Nf3,h6,e3,b6,Bb5,Bb7,1,0,0,0,0,1
8640,WiLRYEgT,TRUE,100,draw,draw,"['d4', 'd5', 'e3', 'Nc6', 'a3', 'e5', 'dxe5', 'Nxe5', 'h3', 'c5']",D00,Queen's pawn game,Queen's Pawn Game #2,3,d4,d5,e3,Nc6,a3,e5,dxe5,Nxe5,h3,c5,0,0,1,0,0,0
8641,RM7w84vn,TRUE,71,mate,white,"['d4', 'd5', 'b4', 'Nf6', 'c3', 'Bf5', 'e3', 'e6', 'Bb2', 'b6']",D00,Queen's pawn game,Queen's Pawn Game,2,d4,d5,b4,Nf6,c3,Bf5,e3,e6,Bb2,b6,1,0,0,1,0,0
8642,ngDOMpOF,TRUE,30,resign,black,"['d4', 'd5', 'e3', 'Nf6', 'c4', 'e6', 'Nc3', 'Bb4', 'Bd2', 'c6']",D00,Queen's pawn game,Queen's Pawn Game #3,4,d4,d5,e3,Nf6,c4,e6,Nc3,Bb4,Bd2,c6,0,1,0,0,1,0
8643,3sYNairy,TRUE,67,mate,white,"['d4', 'd5', 'Bf4', 'Bf5', 'e3', 'e6', 'g4', 'Be4', 'Nf3', 'Nc6']",D00,Queen's pawn game,Queen's Pawn Game: Mason Attack,3,d4,d5,Bf4,Bf5,e3,e6,g4,Be4,Nf3,Nc6,1,0,0,1,0,0
8644,iBdeFFM3,TRUE,36,resign,white,"['d4', 'd5', 'Bf4', 'Nf6', 'e3', 'e6', 'Nf3', 'Bd6', 'Bxd6', 'Qxd6']",D00,Queen's pawn game,Queen's Pawn Game: Mason Attack,3,d4,d5,Bf4,Nf6,e3,e6,Nf3,Bd6,Bxd6,Qxd6,1,0,0,0,1,0
8645,N0caFPgx,TRUE,45,resign,white,"['d4', 'd5', 'Bf4', 'Bf5', 'Nc3', 'Nc6', 'Nb5', 'Rc8', 'a3', 'a6']",D00,Queen's pawn game,Queen's Pawn Game: Mason Attack,3,d4,d5,Bf4,Bf5,Nc3,Nc6,Nb5,Rc8,a3,a6,1,0,0,0,1,0
8646,hUBz2lSw,TRUE,42,resign,black,"['d4', 'd5', 'e3', 'Nc6', 'c4', 'e6', 'cxd5', 'exd5', 'Nc3', 'Nf6']",D00,Queen's pawn game,Queen's Pawn Game #2,3,d4,d5,e3,Nc6,c4,e6,cxd5,exd5,Nc3,Nf6,0,1,0,0,1,0
8647,5yk2w0XM,FALSE,65,resign,white,"['d4', 'd5', 'g3', 'c6', 'Bg2', 'Nf6', 'Nf3', 'e6', 'O-O', 'Bd6']",D00,Queen's pawn game,Queen's Pawn Game,2,d4,d5,g3,c6,Bg2,Nf6,Nf3,e6,O-O,Bd6,1,0,0,0,1,0
8648,QaQSgQnj,FALSE,29,resign,white,"['d4', 'd5', 'g3', 'c6', 'Bg2', 'Nf6', 'Bf3', 'e6', 'Bg2', 'Bd6']",D00,Queen's pawn game,Queen's Pawn Game,2,d4,d5,g3,c6,Bg2,Nf6,Bf3,e6,Bg2,Bd6,1,0,0,0,1,0
8649,zfoBO6xY,TRUE,35,resign,white,"['e3', 'Nf6', 'd4', 'd5', 'c4', 'c6', 'Nc3', 'Bf5', 'cxd5', 'cxd5']",D00,Queen's pawn game,Queen's Pawn Game #3,4,e3,Nf6,d4,d5,c4,c6,Nc3,Bf5,cxd5,cxd5,1,0,0,0,1,0
8650,dEBJ6tNC,TRUE,129,mate,white,"['d4', 'd5', 'f4', 'Nf6', 'Nf3', 'g6', 'e3', 'Bg7', 'Be2', 'O-O']",D00,Queen's pawn game,Queen's Pawn Game,2,d4,d5,f4,Nf6,Nf3,g6,e3,Bg7,Be2,O-O,1,0,0,1,0,0
8651,fdG0FDQD,TRUE,75,mate,white,"['d4', 'd5', 'e3', 'Nc6', 'h3', 'e5', 'Nf3', 'e4', 'Nfd2', 'Nf6']",D00,Queen's pawn game,Queen's Pawn Game #2,3,d4,d5,e3,Nc6,h3,e5,Nf3,e4,Nfd2,Nf6,1,0,0,1,0,0
8652,mfTQul6W,FALSE,47,resign,white,"['d4', 'd5', 'Bf4', 'e6', 'Nf3', 'Bd6', 'Bg3', 'Nf6', 'e3', 'c5']",D00,Queen's pawn game,Queen's Pawn Game: Mason Attack,3,d4,d5,Bf4,e6,Nf3,Bd6,Bg3,Nf6,e3,c5,1,0,0,0,1,0
8654,TiUuX1eA,TRUE,32,resign,white,"['d4', 'd5', 'Bf4', 'Nf6', 'e3', 'c5', 'Nc3', 'e6', 'Nb5', 'Na6']",D00,Queen's pawn game,Queen's Pawn Game: Mason Attack,3,d4,d5,Bf4,Nf6,e3,c5,Nc3,e6,Nb5,Na6,1,0,0,0,1,0
8655,uThVX3md,TRUE,56,mate,black,"['d4', 'Nf6', 'f3', 'd5', 'Nc3', 'c5', 'e4', 'a6', 'dxc5', 'e6']",D00,Queen's pawn game,Queen's Pawn Opening: Veresov |  Richter Attack,5,d4,Nf6,f3,d5,Nc3,c5,e4,a6,dxc5,e6,0,1,0,1,0,0
8656,M5bk9E0E,TRUE,44,resign,black,"['d4', 'd5', 'Bf4', 'Bf5', 'c3', 'e6', 'Nf3', 'Bd6', 'Qd2', 'Qf6']",D00,Queen's pawn game,Queen's Pawn Game: Mason Attack,3,d4,d5,Bf4,Bf5,c3,e6,Nf3,Bd6,Qd2,Qf6,0,1,0,0,1,0
8657,FbvYoZkc,TRUE,39,resign,white,"['d4', 'd5', 'Bf4', 'f6', 'e3', 'g5', 'Bg3', 'h5', 'h4', 'Bg4']",D00,Queen's pawn game,Queen's Pawn Game: Mason Attack,3,d4,d5,Bf4,f6,e3,g5,Bg3,h5,h4,Bg4,1,0,0,0,1,0
8658,jZg3LqpE,TRUE,49,mate,white,"['d4', 'd5', 'Bf4', 'Qd7', 'e3', 'e6', 'c3', 'Bd6', 'Nh3', 'Nf6']",D00,Queen's pawn game,Queen's Pawn Game: Mason Attack,3,d4,d5,Bf4,Qd7,e3,e6,c3,Bd6,Nh3,Nf6,1,0,0,1,0,0
8659,VcLv1UWk,TRUE,70,resign,black,"['d4', 'd5', 'c3', 'Nf6', 'Bg5', 'e6', 'Bxf6', 'Qxf6', 'Nf3', 'h6']",D00,Queen's pawn game,Queen's Pawn Game,2,d4,d5,c3,Nf6,Bg5,e6,Bxf6,Qxf6,Nf3,h6,0,1,0,0,1,0
8660,QBhcLkqF,TRUE,110,outoftime,black,"['d4', 'd5', 'e3', 'Nf6', 'c4', 'c6', 'Nc3', 'e6', 'f3', 'Be7']",D00,Queen's pawn game,Queen's Pawn Game #3,4,d4,d5,e3,Nf6,c4,c6,Nc3,e6,f3,Be7,0,1,0,0,0,1
8661,99WIHFGT,TRUE,122,resign,black,"['e3', 'd5', 'd4', 'Nc6', 'h3', 'Bf5', 'Nf3', 'e6', 'a3', 'Nf6']",D00,Queen's pawn game,Queen's Pawn Game #2,3,e3,d5,d4,Nc6,h3,Bf5,Nf3,e6,a3,Nf6,0,1,0,0,1,0
8662,iJubJD4Y,TRUE,93,resign,white,"['d4', 'd5', 'e4', 'dxe4', 'Bb5+', 'Bd7', 'Nc3', 'Bxb5', 'Nxb5', 'a6']",D00,Queen's pawn game,Blackmar-Diemer Gambit,3,d4,d5,e4,dxe4,Bb5+,Bd7,Nc3,Bxb5,Nxb5,a6,1,0,0,0,1,0
8663,rDQajEka,TRUE,118,outoftime,black,"['d4', 'd5', 'e3', 'Nc6', 'a3', 'e5', 'c4', 'exd4', 'exd4', 'dxc4']",D00,Queen's pawn game,Queen's Pawn Game #2,3,d4,d5,e3,Nc6,a3,e5,c4,exd4,exd4,dxc4,0,1,0,0,0,1
8664,Manr2avh,TRUE,73,resign,white,"['d4', 'd5', 'c3', 'Nc6', 'Nf3', 'Bg4', 'Nbd2', 'Nf6', 'Nb3', 'Bxf3']",D00,Queen's pawn game,Queen's Pawn Game,2,d4,d5,c3,Nc6,Nf3,Bg4,Nbd2,Nf6,Nb3,Bxf3,1,0,0,0,1,0
8665,2QfmNLYQ,FALSE,115,draw,draw,"['d4', 'd5', 'Bf4', 'Nf6', 'e3', 'Bf5', 'c3', 'e6', 'Nf3', 'Be7']",D00,Queen's pawn game,Queen's Pawn Game: Mason Attack,3,d4,d5,Bf4,Nf6,e3,Bf5,c3,e6,Nf3,Be7,0,0,1,0,0,0
8666,1hVQBHde,FALSE,66,mate,black,"['d4', 'd5', 'Nc3', 'Nf6', 'e4', 'dxe4', 'Bb5+', 'c6', 'Bg5', 'cxb5']",D00,Queen's pawn game,Blackmar-Diemer Gambit #2,5,d4,d5,Nc3,Nf6,e4,dxe4,Bb5+,c6,Bg5,cxb5,0,1,0,1,0,0
8667,zHJlOL2L,FALSE,30,resign,black,"['d4', 'd5', 'Bf4', 'Bf5', 'e3', 'e6', 'Nf3', 'Nc6', 'Bb5', 'Qd7']",D00,Queen's pawn game,Queen's Pawn Game: Mason Attack,3,d4,d5,Bf4,Bf5,e3,e6,Nf3,Nc6,Bb5,Qd7,0,1,0,0,1,0
8668,simZwI6Z,TRUE,81,resign,white,"['d4', 'd5', 'Bf4', 'c5', 'e3', 'Nf6', 'Nf3', 'Bg4', 'Be2', 'cxd4']",D00,Queen's pawn game,Queen's Pawn Game: Steinitz Countergambit,4,d4,d5,Bf4,c5,e3,Nf6,Nf3,Bg4,Be2,cxd4,1,0,0,0,1,0
8669,hRp1LhQE,TRUE,107,mate,white,"['d4', 'd5', 'Bf4', 'Nf6', 'e3', 'Bf5', 'Nf3', 'Nc6', 'Bb5', 'e6']",D00,Queen's pawn game,Queen's Pawn Game: Mason Attack,3,d4,d5,Bf4,Nf6,e3,Bf5,Nf3,Nc6,Bb5,e6,1,0,0,1,0,0
8671,asyz1jPE,FALSE,15,resign,white,"['d4', 'd5', 'Bf4', 'Nc6', 'e3', 'Bf5', 'Nf3', 'Nf6', 'Bb5', 'Ne4']",D00,Queen's pawn game,Queen's Pawn Game: Mason Attack,3,d4,d5,Bf4,Nc6,e3,Bf5,Nf3,Nf6,Bb5,Ne4,1,0,0,0,1,0
8672,Z39MKy9u,FALSE,41,resign,white,"['d4', 'd5', 'Bf4', 'e6', 'e3', 'Bd6', 'Bg3', 'c6', 'Nd2', 'h5']",D00,Queen's pawn game,Queen's Pawn Game: Mason Attack,3,d4,d5,Bf4,e6,e3,Bd6,Bg3,c6,Nd2,h5,1,0,0,0,1,0
8673,jdBj8Roa,FALSE,59,mate,white,"['d4', 'd5', 'Bf4', 'f6', 'e3', 'e5', 'dxe5', 'fxe5', 'Qh5+', 'g6']",D00,Queen's pawn game,Queen's Pawn Game: Mason Attack,3,d4,d5,Bf4,f6,e3,e5,dxe5,fxe5,Qh5+,g6,1,0,0,1,0,0
8674,X510i7Ap,TRUE,48,resign,black,"['d4', 'd5', 'e4', 'dxe4', 'Nc3', 'Nf6', 'f3', 'c5', 'd5', 'exf3']",D00,Queen's pawn game,Blackmar-Diemer Gambit Declined |  Brombacher Countergambit,8,d4,d5,e4,dxe4,Nc3,Nf6,f3,c5,d5,exf3,0,1,0,0,1,0
8675,1ZBxaGX9,TRUE,99,resign,white,"['d4', 'd5', 'Bf4', 'Nf6', 'e3', 'Bg4', 'Nf3', 'e6', 'Nbd2', 'Bb4']",D00,Queen's pawn game,Queen's Pawn Game: Mason Attack,3,d4,d5,Bf4,Nf6,e3,Bg4,Nf3,e6,Nbd2,Bb4,1,0,0,0,1,0
8676,24GwfDpc,TRUE,39,mate,white,"['d4', 'd5', 'Bf4', 'Bf5', 'e3', 'Nf6', 'Bd3', 'e6', 'Nf3', 'Bg6']",D00,Queen's pawn game,Queen's Pawn Game: Mason Attack,3,d4,d5,Bf4,Bf5,e3,Nf6,Bd3,e6,Nf3,Bg6,1,0,0,1,0,0
8677,1GU2h9aV,TRUE,130,resign,black,"['d4', 'd5', 'Bf4', 'e6', 'Nf3', 'Bd6', 'e3', 'Bxf4', 'exf4', 'f5']",D00,Queen's pawn game,Queen's Pawn Game: Mason Attack,3,d4,d5,Bf4,e6,Nf3,Bd6,e3,Bxf4,exf4,f5,0,1,0,0,1,0
8678,UXtGWMqx,TRUE,87,resign,white,"['d4', 'd5', 'Bf4', 'e6', 'Nf3', 'Nf6', 'e3', 'b6', 'c3', 'c5']",D00,Queen's pawn game,Queen's Pawn Game: Mason Attack,3,d4,d5,Bf4,e6,Nf3,Nf6,e3,b6,c3,c5,1,0,0,0,1,0
8679,OzRvLzLH,TRUE,103,resign,white,"['d4', 'd5', 'Bf4', 'c6', 'e3', 'Nf6', 'Nf3', 'g6', 'c3', 'Bg7']",D00,Queen's pawn game,Queen's Pawn Game: Mason Attack,3,d4,d5,Bf4,c6,e3,Nf6,Nf3,g6,c3,Bg7,1,0,0,0,1,0
8680,Kw9FNEj2,TRUE,47,resign,black,"['d4', 'd5', 'Bf4', 'Nc6', 'e3', 'Nf6', 'Bb5', 'e6', 'a3', 'a6']",D00,Queen's pawn game,Queen's Pawn Game: Mason Attack,3,d4,d5,Bf4,Nc6,e3,Nf6,Bb5,e6,a3,a6,0,1,0,0,1,0
8681,oVVUVj0y,TRUE,84,resign,black,"['d4', 'd5', 'Bf4', 'Nc6', 'Nf3', 'e6', 'e3', 'Bd7', 'Bd3', 'Be7']",D00,Queen's pawn game,Queen's Pawn Game: Mason Attack,3,d4,d5,Bf4,Nc6,Nf3,e6,e3,Bd7,Bd3,Be7,0,1,0,0,1,0
8682,mBNYTH1k,TRUE,84,resign,black,"['d4', 'd5', 'Bf4', 'Nf6', 'h3', 'Nc6', 'Nf3', 'g6', 'e3', 'Bg7']",D00,Queen's pawn game,Queen's Pawn Game: Mason Attack,3,d4,d5,Bf4,Nf6,h3,Nc6,Nf3,g6,e3,Bg7,0,1,0,0,1,0
8683,4gg2x3d9,TRUE,25,resign,white,"['d4', 'd5', 'e4', 'dxe4', 'Nc3', 'Nf6', 'Bg5', 'Bf5', 'Qe2', 'Qxd4']",D00,Queen's pawn game,Blackmar-Diemer Gambit: von Popiel Gambit,7,d4,d5,e4,dxe4,Nc3,Nf6,Bg5,Bf5,Qe2,Qxd4,1,0,0,0,1,0
8684,QB4ZPEv6,FALSE,102,draw,draw,"['d4', 'd5', 'Bf4', 'Bf5', 'e3', 'Nf6', 'c4', 'e6', 'Nc3', 'Bb4']",D00,Queen's pawn game,Queen's Pawn Game: Mason Attack,3,d4,d5,Bf4,Bf5,e3,Nf6,c4,e6,Nc3,Bb4,0,0,1,0,0,0
8685,gpVo6qpL,TRUE,33,mate,white,"['d4', 'd5', 'Nc3', 'e5', 'e4', 'exd4', 'Qxd4', 'dxe4', 'Qxe4+', 'Be7']",D00,Queen's pawn game,Queen's Pawn Game: Veresov Attack |  Shaviliuk Gambit,4,d4,d5,Nc3,e5,e4,exd4,Qxd4,dxe4,Qxe4+,Be7,1,0,0,1,0,0
8686,UkuivOhg,FALSE,76,resign,black,"['d4', 'd5', 'Bf4', 'Nf6', 'e3', 'Bf5', 'c3', 'e6', 'Qb3', 'b6']",D00,Queen's pawn game,Queen's Pawn Game: Mason Attack,3,d4,d5,Bf4,Nf6,e3,Bf5,c3,e6,Qb3,b6,0,1,0,0,1,0
8687,39UkMPI7,TRUE,43,resign,white,"['d4', 'd5', 'Bf4', 'c5', 'e3', 'Nf6', 'Nf3', 'Nc6', 'c3', 'cxd4']",D00,Queen's pawn game,Queen's Pawn Game: Steinitz Countergambit,4,d4,d5,Bf4,c5,e3,Nf6,Nf3,Nc6,c3,cxd4,1,0,0,0,1,0
8688,U4ZeQHim,TRUE,73,resign,black,"['d4', 'd5', 'Bf4', 'Nf6', 'e3', 'Nc6', 'Nf3', 'Bf5', 'Bd3', 'e6']",D00,Queen's pawn game,Queen's Pawn Game: Mason Attack,3,d4,d5,Bf4,Nf6,e3,Nc6,Nf3,Bf5,Bd3,e6,0,1,0,0,1,0
8689,h9ypgibO,TRUE,154,outoftime,black,"['d4', 'd5', 'Bf4', 'e6', 'Nf3', 'Nc6', 'e3', 'Nf6', 'Nbd2', 'a5']",D00,Queen's pawn game,Queen's Pawn Game: Mason Attack,3,d4,d5,Bf4,e6,Nf3,Nc6,e3,Nf6,Nbd2,a5,0,1,0,0,0,1
8690,MPf189ob,FALSE,54,mate,black,"['d4', 'd5', 'Nc3', 'Nf6', 'f3', 'e6', 'e4', 'Bb4', 'e5', 'Bxc3+']",D00,Queen's pawn game,Queen's Pawn Opening: Veresov |  Richter Attack,5,d4,d5,Nc3,Nf6,f3,e6,e4,Bb4,e5,Bxc3+,0,1,0,1,0,0
8691,k2v0EYFl,TRUE,68,mate,black,"['d4', 'd5', 'e3', 'c5', 'c3', 'cxd4', 'cxd4', 'Nf6', 'f3', 'Nc6']",D00,Queen's pawn game,Queen's Pawn Game #2,3,d4,d5,e3,c5,c3,cxd4,cxd4,Nf6,f3,Nc6,0,1,0,1,0,0
8692,SUWEHMFw,TRUE,62,mate,black,"['d4', 'd5', 'Nc3', 'Nc6', 'e3', 'Nf6', 'g3', 'Bf5', 'Bg2', 'Nb4']",D00,Queen's pawn game,Queen's Pawn Game: Chigorin Variation,3,d4,d5,Nc3,Nc6,e3,Nf6,g3,Bf5,Bg2,Nb4,0,1,0,1,0,0
8693,28SlIrvt,TRUE,55,mate,white,"['d4', 'Nf6', 'e3', 'd5', 'Be2', 'e6', 'Nf3', 'c5', 'c3', 'Nc6']",D00,Queen's pawn game,Queen's Pawn Game #3,4,d4,Nf6,e3,d5,Be2,e6,Nf3,c5,c3,Nc6,1,0,0,1,0,0
8694,5uaDseel,TRUE,150,mate,black,"['d4', 'Nf6', 'e3', 'd5', 'h3', 'e6', 'Nf3', 'c5', 'b3', 'Nc6']",D00,Queen's pawn game,Queen's Pawn Game #3,4,d4,Nf6,e3,d5,h3,e6,Nf3,c5,b3,Nc6,0,1,0,1,0,0
8695,lpk1eSSE,FALSE,63,resign,white,"['d4', 'd5', 'Nc3', 'c5', 'e3', 'Nc6', 'Nf3', 'Nf6', 'Bb5', 'e6']",D00,Queen's pawn game,Queen's Pawn Opening: Veresov Attack |  Irish Gambit,4,d4,d5,Nc3,c5,e3,Nc6,Nf3,Nf6,Bb5,e6,1,0,0,0,1,0
8696,jlxDAOJz,TRUE,70,resign,black,"['e4', 'd5', 'd4', 'dxe4', 'f3', 'exf3', 'Bf4', 'fxg2', 'Bxg2', 'Nc6']",D00,Queen's pawn game,Blackmar-Diemer Gambit: Gedult Gambit,5,e4,d5,d4,dxe4,f3,exf3,Bf4,fxg2,Bxg2,Nc6,0,1,0,0,1,0
8697,vXy5BfIo,TRUE,78,draw,draw,"['d4', 'd5', 'Bf4', 'e6', 'e3', 'Nf6', 'Bd3', 'Bd6', 'Nf3', 'h6']",D00,Queen's pawn game,Queen's Pawn Game: Mason Attack,3,d4,d5,Bf4,e6,e3,Nf6,Bd3,Bd6,Nf3,h6,0,0,1,0,0,0
8698,rSZqVBCQ,TRUE,80,mate,black,"['d4', 'd5', 'g3', 'e6', 'Bg2', 'Nf6', 'Nf3', 'Be7', 'O-O', 'O-O']",D00,Queen's pawn game,Queen's Pawn Game,2,d4,d5,g3,e6,Bg2,Nf6,Nf3,Be7,O-O,O-O,0,1,0,1,0,0
8699,5ORW5WNC,FALSE,63,resign,black,"['d4', 'd5', 'e3', 'e6', 'Bb5+', 'c6', 'Ba4', 'b5', 'Bb3', 'Bd6']",D00,Queen's pawn game,Queen's Pawn Game #2,3,d4,d5,e3,e6,Bb5+,c6,Ba4,b5,Bb3,Bd6,0,1,0,0,1,0
8700,Bys3Uii4,TRUE,82,resign,white,"['d4', 'd5', 'e3', 'e6', 'Bd2', 'Nf6', 'Be2', 'Bd6', 'Nf3', 'O-O']",D00,Queen's pawn game,Queen's Pawn Game #2,3,d4,d5,e3,e6,Bd2,Nf6,Be2,Bd6,Nf3,O-O,1,0,0,0,1,0
8701,igSDFKv0,TRUE,53,outoftime,white,"['d4', 'd5', 'e3', 'Nf6', 'h3', 'e6', 'a3', 'Bd6', 'c4', 'c6']",D00,Queen's pawn game,Queen's Pawn Game #3,4,d4,d5,e3,Nf6,h3,e6,a3,Bd6,c4,c6,1,0,0,0,0,1
8702,QDvIy0Tn,FALSE,88,mate,black,"['e3', 'd5', 'd4', 'e6', 'Nc3', 'c6', 'Nf3', 'f6', 'g3', 'Bb4']",D00,Queen's pawn game,Queen's Pawn Game #2,3,e3,d5,d4,e6,Nc3,c6,Nf3,f6,g3,Bb4,0,1,0,1,0,0
8703,JZIYeEQY,FALSE,15,resign,white,"['d4', 'd5', 'e4', 'dxe4', 'Nc3', 'Nf6', 'f3', 'exf3', 'Qxf3', 'Bg4']",D00,Queen's pawn game,Blackmar-Diemer Gambit: Ryder Gambit,9,d4,d5,e4,dxe4,Nc3,Nf6,f3,exf3,Qxf3,Bg4,1,0,0,0,1,0
8704,eNiGsc7e,TRUE,44,outoftime,black,"['d4', 'd5', 'h3', 'c6', 'Nf3', 'Nf6', 'Bg5', 'Bf5', 'Bxf6', 'exf6']",D00,Queen's pawn game,Queen's Pawn Game,2,d4,d5,h3,c6,Nf3,Nf6,Bg5,Bf5,Bxf6,exf6,0,1,0,0,0,1
8705,TtBzAXE1,TRUE,151,mate,white,"['e3', 'd5', 'd4', 'c6', 'Bd3', 'Nf6', 'Nf3', 'Bg4', 'O-O', 'Nbd7']",D00,Queen's pawn game,Queen's Pawn Game #2,3,e3,d5,d4,c6,Bd3,Nf6,Nf3,Bg4,O-O,Nbd7,1,0,0,1,0,0
8706,tsZVptcC,TRUE,40,resign,black,"['d4', 'd5', 'Bf4', 'c6', 'g3', 'Nf6', 'Bg2', 'Nbd7', 'Nf3', 'e6']",D00,Queen's pawn game,Queen's Pawn Game: Mason Attack,3,d4,d5,Bf4,c6,g3,Nf6,Bg2,Nbd7,Nf3,e6,0,1,0,0,1,0
8707,Jnvut6DA,TRUE,126,draw,draw,"['d4', 'd5', 'Nc3', 'e6', 'Bf4', 'f5', 'e3', 'Nf6', 'Nb5', 'Bd6']",D00,Queen's pawn game,Queen's Pawn Game: Chigorin Variation,3,d4,d5,Nc3,e6,Bf4,f5,e3,Nf6,Nb5,Bd6,0,0,1,0,0,0
8708,xPQCywxd,TRUE,95,resign,white,"['d4', 'd5', 'h3', 'e6', 'Nf3', 'f5', 'Bg5', 'Be7', 'e3', 'Bxg5']",D00,Queen's pawn game,Queen's Pawn Game,2,d4,d5,h3,e6,Nf3,f5,Bg5,Be7,e3,Bxg5,1,0,0,0,1,0
8709,wL3BwUAj,TRUE,105,resign,white,"['d4', 'd5', 'Bf4', 'Nd7', 'e3', 'Ngf6', 'Nd2', 'e6', 'g4', 'h6']",D00,Queen's pawn game,Queen's Pawn Game: Mason Attack,3,d4,d5,Bf4,Nd7,e3,Ngf6,Nd2,e6,g4,h6,1,0,0,0,1,0
8710,Xg8nLykg,TRUE,72,resign,black,"['d4', 'd5', 'Bf4', 'Bf5', 'e3', 'Nf6', 'Be2', 'e6', 'g4', 'Bg6']",D00,Queen's pawn game,Queen's Pawn Game: Mason Attack,3,d4,d5,Bf4,Bf5,e3,Nf6,Be2,e6,g4,Bg6,0,1,0,0,1,0
